S.No,Product Name,Catalog No,CAS Number,Chemical / Systematic Name,Molecular Formula,Molecular Weight,Purity,Stock Status,Sub Category,Main Category,Product Slug,Live Product URL,Image URL,Created Date,Updated Date,MongoDB ID
130,Bendamustine Impurity 17,PV-B003019,N/A,4-(5-((2-Acetoxyethyl)(2-chloroethyl)amino)-1-methyl-1H-benzo[d]imidazol-2-yl)butanoic acid,C18H24ClN3O4,381.9,,In Stock,Bendamustine,API Impurity Standards,bendamustine-impurity-17,https://pharmavive.com/products/browse/bendamustine/bendamustine-impurity-17,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952880/products/cz7scr1ge9ybgxhq2s40.png,2025-06-26 15:38:31,2025-06-26 15:48:00,685d697734379062692bad85
131,Bendamustine Impurity 19,PV-B003020,3543-73-5,Ethyl 4-(5-amino-1-methyl-1H-benzo[d]imidazol-2-yl)butanoate,C14H19N3O2,261.3,,In Stock,Bendamustine,API Impurity Standards,bendamustine-impurity-19,https://pharmavive.com/products/browse/bendamustine/bendamustine-impurity-19,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953050/products/hk4xuwgvh0chxhafcx99.png,2025-06-26 15:38:32,2025-06-26 15:50:50,685d697834379062692bad89
132,Bendamustine Impurity 20,PV-B003021,2784-96-5,"N1-Methyl-2-nitrobenzene-1,4-diamine",C7H9N3O2,167.2,,In Stock,Bendamustine,API Impurity Standards,bendamustine-impurity-20,https://pharmavive.com/products/browse/bendamustine/bendamustine-impurity-20,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953030/products/vnv8ifqsg3g2g7fqw4nz.png,2025-06-26 15:38:33,2025-06-26 15:50:31,685d697934379062692bad8d
133,Bendamustine Methyl Ester (HCl),PV-B003002,N/A,Methyl 4-(5-(bis(2-chloroethyl)amino)-1-methyl-1H-benzo[d]imidazol-2-yl)butanoate hydrochloride,C17H23Cl2N3O2 : HCl,372.3 : 36.5,,In Stock,Bendamustine,API Impurity Standards,bendamustine-methyl-ester-hcl,https://pharmavive.com/products/browse/bendamustine/bendamustine-methyl-ester-hcl,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952409/products/pxvpdsdyfad9edkytzes.png,2025-06-26 15:38:20,2025-06-26 15:40:10,685d696c34379062692bad41
134,Bendamustine Monohydroxy Acid Ethyl Ester,PV-B003004,898224-95-8,Ethyl 4-(5-((2-chloroethyl)(2-hydroxyethyl)amino)-1-methyl-1H-benzo[d]imidazol-2-yl)butanoate,C18H26ClN3O3,367.9,,In Stock,Bendamustine,API Impurity Standards,bendamustine-monohydroxy-acid-ethyl-ester,https://pharmavive.com/products/browse/bendamustine/bendamustine-monohydroxy-acid-ethyl-ester,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952465/products/yyuk38ld6gpcsib5qviz.png,2025-06-26 15:38:22,2025-06-26 15:41:06,685d696e34379062692bad49
135,Bendamustine Monohydroxy Acid Impurity,PV-B003005,109882-26-0,4-(5-((2-chloroethyl)(2-hydroxyethyl)amino)-1-methyl-1H-benzo[d]imidazol-2-yl)butanoic acid hydrochloride,C16H22ClN3O3 : HCl,339.8 : 36.5,,In Stock,Bendamustine,API Impurity Standards,bendamustine-monohydroxy-acid-impurity,https://pharmavive.com/products/browse/bendamustine/bendamustine-monohydroxy-acid-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952483/products/jvpyvyxcwy2efedzjsav.png,2025-06-26 15:38:22,2025-06-26 15:41:23,685d696e34379062692bad4d
136,Bendamustine Monohydroxy Isopropyl Ester Impurity,PV-B003012,1797008-41-3,Isopropyl 4-(5-((2-chloroethyl)(2-hydroxyethyl)amino)-1-methyl-1H-benzo[d]imidazol-2-yl)butanoate,C19H28ClN3O3,381.9,,In Stock,Bendamustine,API Impurity Standards,bendamustine-monohydroxy-isopropyl-ester-impurity,https://pharmavive.com/products/browse/bendamustine/bendamustine-monohydroxy-isopropyl-ester-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952770/products/djyshciimakz7estlayy.png,2025-06-26 15:38:27,2025-06-26 15:46:11,685d697334379062692bad69
137,Bendamustine Propylene Glycol Ester 1,PV-B003015,1219709-88-2,2-Hydroxypropyl 4-(5-(bis(2-chloroethyl)amino)-1-methyl-1H-benzo[d]imidazol-2-yl)butanoate,C19H27Cl2N3O3,416.3,,In Stock,Bendamustine,API Impurity Standards,bendamustine-propylene-glycol-ester-1,https://pharmavive.com/products/browse/bendamustine/bendamustine-propylene-glycol-ester-1,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952846/products/vxepqxhsfnuljflwyuxf.png,2025-06-26 15:38:29,2025-06-26 15:47:27,685d697534379062692bad75
138,Bendamustine Propylene Glycol Ester 2,PV-B003016,1219709-89-3,1-Hydroxypropan-2-yl 4-(5-(bis(2-chloroethyl)amino)-1-methyl-1H-benzo[d]imidazol-2-yl)butanoate,C19H27Cl2N3O3,416.3,,In Stock,Bendamustine,API Impurity Standards,bendamustine-propylene-glycol-ester-2,https://pharmavive.com/products/browse/bendamustine/bendamustine-propylene-glycol-ester-2,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952866/products/vvcsujiujw3oianbpqy0.png,2025-06-26 15:38:29,2025-06-26 15:47:47,685d697534379062692bad79
139,Bendamustine USP Related Compound A,PV-B003006,109882-30-6,4-{5-[Bis(2-hydroxyethyl)amino]-1-methyl-1H-benzimidazol-2-yl}butanoic acid (as per USP),C16H23N3O4,321.4,,In Stock,Bendamustine,API Impurity Standards,bendamustine-usp-related-compound-a,https://pharmavive.com/products/browse/bendamustine/bendamustine-usp-related-compound-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952501/products/ax3rhtcopdi1y20kmd01.png,2025-06-26 15:38:23,2025-06-26 15:41:42,685d696f34379062692bad51
140,Bendamustine USP Related Compound C,PV-B003007,3543-74-6,Ethyl 4-{5-[bis(2-hydroxyethyl)amino]-1-methyl-1H-benzimidazol-2-yl}butanoate (as per USP),C18H27N3O4,349.4,,In Stock,Bendamustine,API Impurity Standards,bendamustine-usp-related-compound-c,https://pharmavive.com/products/browse/bendamustine/bendamustine-usp-related-compound-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952520/products/gttyzo1ygmpsj9ljcak4.png,2025-06-26 15:38:24,2025-06-26 15:42:00,685d697034379062692bad55
141,Bendamustine USP Related Compound D (HCl salt),PV-B003024,1797881-48-1,4-{5-[(2-Chloroethyl)amino]-1-methyl-1H-benzimidazol-2-yl}butanoic acid hydrochloride (as per USP),C14H18ClN3O2 : HCl,295.8 : 36.5,,In Stock,Bendamustine,API Impurity Standards,bendamustine-usp-related-compound-d-hcl-salt,https://pharmavive.com/products/browse/bendamustine/bendamustine-usp-related-compound-d-hcl-salt,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953097/products/ykp4vgndkpcmgxgo8v8d.png,2025-06-26 15:38:35,2025-06-26 15:51:37,685d697b34379062692bad99
142,Bendamustine USP Related Compound F,PV-B003011,1869075-89-7,"(2R,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexyl 4-(5-(bis(2-chloroethyl)amino)-1-methyl-1H-benzo[d]imidazol-2-yl)butanoate",C22H33Cl2N3O7,522.4,,In Stock,Bendamustine,API Impurity Standards,bendamustine-usp-related-compound-f,https://pharmavive.com/products/browse/bendamustine/bendamustine-usp-related-compound-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952746/products/d4nddnqti7xzd2fsff3r.png,2025-06-26 15:38:26,2025-06-26 15:45:46,685d697234379062692bad65
143,Bendamustine USP Related Compound G,PV-B003008,191939-34-1,"4-[6-(2-Chloroethyl)-3,6,7,8-tetrahydro-3-methylimidazo[4,5-h][1,4]benzothiazin-2-yl]butanoic acid (as per USP)",C16H20ClN3O2S,353.9,,In Stock,Bendamustine,API Impurity Standards,bendamustine-usp-related-compound-g,https://pharmavive.com/products/browse/bendamustine/bendamustine-usp-related-compound-g,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953397/products/wxqa1awnf2twcmdla6ou.png,2025-06-26 15:38:24,2025-06-26 15:56:38,685d697034379062692bad59
144,Bendamustine USP Related Compound G (HCl),PV-B003022,2469039-29-8,"4-[6-(2-Chloroethyl)-3,6,7,8-tetrahydro-3-methylimidazo[4,5-h][1,4]benzothiazin-2-yl]butanoic Acid Hydrochloride",C16H21Cl2N3O2S,390.32,,In Stock,Bendamustine,API Impurity Standards,bendamustine-usp-related-compound-g-hcl,https://pharmavive.com/products/browse/bendamustine/bendamustine-usp-related-compound-g-hcl,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953067/products/auqi1h5becq5p4itidoi.png,2025-06-26 15:38:33,2025-06-26 15:51:08,685d697934379062692bad91
145,Bendamustine USP Related Compound H,PV-B003009,1228551-91-4,4-[5-({2-[(4-{5-[Bis(2-chloroethyl)amino]-1-methyl-1H-benzimidazol-2-yl}butanoyl)oxy]ethyl}(2-chloroethyl)amino)-1-methyl-1H-benzimidazol-2-yl]butanoic acid (as per USP),C32H41Cl3N6O4,680.1,,In Stock,Bendamustine,API Impurity Standards,bendamustine-usp-related-compound-h,https://pharmavive.com/products/browse/bendamustine/bendamustine-usp-related-compound-h,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952701/products/kwsgcka25lschlpeluiy.png,2025-06-26 15:38:25,2025-06-26 15:45:02,685d697134379062692bad5d
146,Bendamustine USP Related Compound I (HCl),PV-B003010,N/A,Ethyl 4-(5-(bis(2-chloroethyl)amino)-1-methyl-1H-benzo[d]imidazol-2-yl)butanoate  hydrochloride,C18H25Cl2N3O2 : HCl,386.3 : 36.5,,In Stock,Bendamustine,API Impurity Standards,bendamustine-usp-related-compound-i-hcl,https://pharmavive.com/products/browse/bendamustine/bendamustine-usp-related-compound-i-hcl,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750952723/products/kh7tfsfda7uxc1cqdqsl.png,2025-06-26 15:38:26,2025-06-26 15:45:24,685d697234379062692bad61
147,"Boc-3,5-dihydroxy-1-adamantyl-L-glycine",PV-S002011,681282-72-4,"(S)-2-((tert-Butoxycarbonyl)amino)-2-((1r,3R,5S,7S)-3,5-dihydroxyadamantan-1-yl)acetic Acid;  (αS)-α-[[(1,1-Dimethylethoxy)carbonyl]amino]-3,5-dihydroxytricyclo[3.3.1.13,7]decane-1-acetic Acid Boc-3,5-dihydroxy-1-adamantyl-L-glycine",C17H27NO6,341.4,,In Stock,Saxagliptin,API Impurity Standards,boc-35-dihydroxy-1-adamantyl-l-glycine,https://pharmavive.com/products/browse/saxagliptin/boc-35-dihydroxy-1-adamantyl-l-glycine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753713242/products/v5klxvcjlmk2z26mgs7d.png,2025-07-28 14:30:22,2025-07-28 14:34:03,6887897e63998afe53415669
148,Boc-3-hydroxy-1-adamantyl-L-glycine,PV-S002012,1334321-39-9,"(2R)-2-((tert-Butoxycarbonyl)amino)-2-(3-hydroxyadamantan-1-yl)acetic Acid; (αR)-α-[[(1,1-Dimethylethoxy)carbonyl]amino]-3-hydroxy-tricyclo[3.3.1.13,7]decane-1-acetic Acid; (R)-2-((tert-butoxycarbonyl)amino)-2-((1r,3S,5R,7S)-3-hydroxyadamantan-1-yl)acetic acid",C17H27NO5,325.4,,In Stock,Saxagliptin,API Impurity Standards,boc-3-hydroxy-1-adamantyl-l-glycine,https://pharmavive.com/products/browse/saxagliptin/boc-3-hydroxy-1-adamantyl-l-glycine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753713260/products/suf7cifeve2auynyom4a.png,2025-07-28 14:30:22,2025-07-28 14:34:20,6887897e63998afe5341566d
149,Boc-Saxagliptin,PV-S002004,709031-43-6,"N-[(1S)-2-[(1S,3S,5S)-3-cyano-2-azabicyclo[3.1.0]hex-2-yl]-1-(3-hydroxytricyclo[3.3.1.13,7]dec-1-yl)-2-oxoethyl]-Carbamic Acid 1,1-Dimethylethyl Ester;  tert-Butyl [(1S)-2-((1S,3S,5S)-3-cyano-2-azabicyclo[3.1.0]hexan-2-yl)-1-(3-hydroxytricyclo[3.3.1.13,7]decan-1-yl)-2-oxoethyl]carbamate",C23H33N3O4,415.5,,In Stock,Saxagliptin,API Impurity Standards,boc-saxagliptin,https://pharmavive.com/products/browse/saxagliptin/boc-saxagliptin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753713144/products/dnzngy2zn8cnnaa34fzk.png,2025-07-28 14:30:17,2025-07-28 14:32:24,6887897963998afe5341564d
150,Buprenorphine,PV-B004000,52485-79-7,"(2S)-2-[17-(Cyclopropylmethyl)-4,5α-epoxy-3-hydroxy-6-methoxy-6α,14-ethano-14α-morphinan-7α-yl]-3,3-dimethylbutan-2-ol",C29H41NO4,467.7,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine,https://pharmavive.com/products/browse/buprenorphine/buprenorphine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953447/products/oxvsmsexssamywrqsdft.png,2025-06-26 15:54:08,2025-06-26 15:57:28,685d6d2034379062692bae83
151,Buprenorphine EP Impurity A,PV-B004001,457071-73-7,"(2S)-2-[17-(but-3-enyl)-4,5α-epoxy-3-hydroxy-6-methoxy-6α,14-ethano-14α-morphinan-7α-yl]-3,3-dimethylbutan-2-ol (as per EP) ; (S)-2-[17-(But-3-en-1-yl)-4,5α-epoxy-3-hydroxy-6-methoxy-6α,14-ethanomorphinan-7α-yl]-3,3-dimethylbutan-2-ol (as per USP)",C29H41NO4,467.7,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-a,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953463/products/hc1xsfsxszq39fs947db.png,2025-06-26 15:54:09,2025-06-26 15:57:44,685d6d2134379062692bae87
152,Buprenorphine EP Impurity B,PV-B004002,78715-23-8,"(2S)-2-(4,5α-epoxy-3-hydroxy-6-methoxy-6α,14-ethano-14α-morphinan-7α-yl)-3,3-dimethylbutan-2-ol (as per EP)",C25H35NO4,413.6,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-b,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-b,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953477/products/lxw646pqwv5iu7fouvub.png,2025-06-26 15:54:10,2025-06-26 15:57:57,685d6d2234379062692bae8b
153,Buprenorphine EP Impurity C,PV-B004003,799773-67-4,"4,5α-epoxy-7α-[(1S)-1-hydroxy-1,2,2-trimethylpropyl]-3,6-dimethoxy-6α,14-ethano-14α-morphinan-17-carbonitrile (as per EP)",C27H36N2O4,452.6,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-c,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953489/products/c5pqhxrnxqedzebmczub.png,2025-06-26 15:54:10,2025-06-26 15:58:10,685d6d2234379062692bae8f
154,Buprenorphine EP Impurity D,PV-B004004,16524-65-5,"(2S)-2-[17-(cyclopropylmethyl)-4,5α-epoxy-3,6-dimethoxy-6α,14-ethano-14α-morphinan-7α-yl]-3,3-dimethylbutan-2-ol (as per EP)",C30H43NO4,481.7,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-d,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-d,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953571/products/r1n4xonat5jpveyesnti.png,2025-06-26 15:54:11,2025-06-26 15:59:31,685d6d2334379062692bae93
155,Buprenorphine EP Impurity E,PV-B004005,130668-48-3,"(2S)-2-[17-(cyclopropylmethyl)-4,5α-epoxy-3,6-dihydroxy-6α,14-ethano-14α-morphinan-7α-yl]-3,3-dimethylbutan-2-ol (as per EP)",C28H39NO4,453.6,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-e,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-e,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953586/products/hfy3hhmatnurzyi4wmsp.png,2025-06-26 15:54:12,2025-06-26 15:59:46,685d6d2434379062692bae97
156,Buprenorphine EP Impurity F,PV-B004006,97203-04-8,"17-(cyclopropylmethyl)-4,5α-epoxy-6-methoxy-7α-[1-(1,1-dimethylethyl)ethenyl]-6α,14-ethano-14α-morphinan-3-ol (as per EP)",C29H39NO3,449.6,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-f,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953615/products/ezns4bivhgr2z9fw1pyr.png,2025-06-26 15:54:12,2025-06-26 16:00:16,685d6d2434379062692bae9b
157,Buprenorphine EP Impurity G,PV-B004007,163597-04-4,"17,17′-di(cyclopropylmethyl)-4,5α;4′,5α′-diepoxy-7α,7α′-di[(1S)-1-hydroxy-1,2,2-trimethylpropyl]-6,6′-dimethoxy-2,2′-bi(6α,14-ethano-14α-morphinan)-3,3′-diol (as per EP)",C58H80N2O8,933.3,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-g,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-g,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953636/products/wpwfuwusviz8oumxyzc1.png,2025-06-26 15:54:13,2025-06-26 16:00:37,685d6d2534379062692bae9f
158,Buprenorphine EP Impurity H,PV-B004008,90387-35-2,"(2S)-2-[17-butyl-4,5α-epoxy-3-hydroxy-6-methoxy-6α,14-ethano-14α-morphinan-7α-yl]3,3-dimethylbutan-2-ol (as per EP)",C29H43NO4,469.7,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-h,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-h,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953651/products/f8ef7uwvsg6s1wvzi6t6.png,2025-06-26 15:54:14,2025-06-26 16:00:51,685d6d2634379062692baea3
159,Buprenorphine EP Impurity I,PV-B004009,89663-73-0,"17-(cyclopropylmethyl)-4″,4″,5″,5″-tetramethyl-4″,5″dihydro-(7βH)-6α,14-ethano-(5βH)-difurano[2′,3′,4′,5′:4,12,13,5;2″,3″:6,7]-14α-morphinan-3-ol (as per EP)",C28H37NO3,435.6,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-i,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-i,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953664/products/d6vv4yqxfjrg61a2vcmt.png,2025-06-26 15:54:14,2025-06-26 16:01:04,685d6d2634379062692baea7
160,Buprenorphine EP Impurity J,PV-B004010,155203-05-7,"(2S)-2-[17-(cyclopropylmethyl)-4,5α-epoxy-3-hydroxy-6-methoxy-6α,14-etheno-14α-morphinan-7α-yl]-3,3-dimethylbutan-2-ol (as per EP)",C29H39NO4,465.6,,In Stock,Buprenorphine,API Impurity Standards,buprenorphine-ep-impurity-j,https://pharmavive.com/products/browse/buprenorphine/buprenorphine-ep-impurity-j,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750953685/products/ziqjs8yjzmcmv4cet3wf.png,2025-06-26 15:54:15,2025-06-26 16:01:25,685d6d2734379062692baeac
161,Canagliflozin,PV-C001000,842133-18-0,"(1S)-1,5-Anhydro-1-C-[3-[[5-(4-fluorophenyl)-2-thienyl]methyl]-4-methyl phenyl]-D-glucitol",C24H25FO5S,444.5,,In Stock,Canagliflozin,API Impurity Standards,canagliflozin,https://pharmavive.com/products/browse/canagliflozin/canagliflozin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038193/products/n8biho5naqjhn9op39om.png,2025-06-27 15:28:35,2025-06-27 15:29:53,685eb8a33fbc37d9db1d780e
162,Canagliflozin  Ring Opening Impurity,PV-C001002,N/A,"(2S,3R,4R,5R)-1-(3-((5-(4-fluorophenyl)thiophen-2-yl)methyl)-4-methylphenyl)hexane-1,2,3,4,5,6-hexaol",C24H27FO6S,462.5,,In Stock,Canagliflozin,API Impurity Standards,canagliflozin-ring-opening-impurity,https://pharmavive.com/products/browse/canagliflozin/canagliflozin-ring-opening-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038224/products/puswqex3wplwoofhjqhs.png,2025-06-27 15:28:36,2025-06-27 15:30:24,685eb8a43fbc37d9db1d7816
163,Canagliflozin Bromo Impurity,PV-C001003,1030825-20-7,2-[(5-Bromo-2-methylphenyl)methyl]-5-(4-fluorophenyl)-thiophene,C18H14BrFS,361.2,,In Stock,Canagliflozin,API Impurity Standards,canagliflozin-bromo-impurity,https://pharmavive.com/products/browse/canagliflozin/canagliflozin-bromo-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038238/products/fhxru3qdmhyauceise49.png,2025-06-27 15:28:37,2025-06-27 15:30:38,685eb8a53fbc37d9db1d781a
164,Canagliflozin Des-iodo Impurity,PV-C001004,2005454-69-1,2-(4-fluorophenyl)-5-(2-methylbenzyl)thiophene,C18H15FS,282.4,,In Stock,Canagliflozin,API Impurity Standards,canagliflozin-des-iodo-impurity,https://pharmavive.com/products/browse/canagliflozin/canagliflozin-des-iodo-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038254/products/lum1bdxyn4fz7va5fswq.png,2025-06-27 15:28:38,2025-06-27 15:30:55,685eb8a63fbc37d9db1d781e
165,Canagliflozin Desfluoro Impurity,PV-C001001,842133-16-8,"(1S)-1,5-Anhydro-1-C-[3-[[5-phenyl-2-thienyl]methyl]-4-methyl phenyl]-D-glucitol",C24H26O5S,426.5,,In Stock,Canagliflozin,API Impurity Standards,canagliflozin-desfluoro-impurity,https://pharmavive.com/products/browse/canagliflozin/canagliflozin-desfluoro-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038207/products/eejyhaluszn1xn7kyrhl.png,2025-06-27 15:28:36,2025-06-27 15:30:07,685eb8a43fbc37d9db1d7812
166,Canagliflozin Furanose Impurity,PV-C001005,N/A,"(3R,4R)-2-((S)-1,2-dihydroxyethyl)-5-(3-((5-(4-fluorophenyl)thiophen-2-yl)methyl)-4-methylphenyl)tetrahydrofuran-3,4-diol",C24H25FO5S,444.5,,In Stock,Canagliflozin,API Impurity Standards,canagliflozin-furanose-impurity,https://pharmavive.com/products/browse/canagliflozin/canagliflozin-furanose-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038276/products/rhcz3bqlcpnoxsoafjfl.png,2025-06-27 15:28:38,2025-06-27 15:31:17,685eb8a63fbc37d9db1d7822
167,Canagliflozin Hydroxy Impurity,PV-C001006,1951467-29-0,"(2S,3R,4R,5S,6R)-2-(3-((5-(4-fluorophenyl)thiophen-2-yl)(hydroxy)methyl)-4-methylphenyl)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol",C24H25FO6S,460.5,,In Stock,Canagliflozin,API Impurity Standards,canagliflozin-hydroxy-impurity,https://pharmavive.com/products/browse/canagliflozin/canagliflozin-hydroxy-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038288/products/s3tfyrjszumt9xla2ax1.png,2025-06-27 15:28:39,2025-06-27 15:31:29,685eb8a73fbc37d9db1d7826
168,Carprofen,PV-C003000,53716-49-7,(2RS)-2-(6-Chloro-9H-carbazol-2-yl)propanoic acid (as per EP) ; (±)-6-Chloro-α-methylcarbazole-2-acetic acid (as per USP),C15H12ClNO2,273.72,,In Stock,Carprofen,API Impurity Standards,carprofen,https://pharmavive.com/products/browse/carprofen/carprofen,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038704/products/vbp54zvsh8but5bmrrt0.png,2025-06-27 15:36:29,2025-06-27 15:38:24,685eba7d3fbc37d9db1d78f6
169,Carprofen EP Impurity A,PV-C003001,252288-17-8,2-(6-chloro-9H-carbazol-2-yl)-2-methylpropanedioic acid (as per EP),C16H12ClNO4,317.73,,In Stock,Carprofen,API Impurity Standards,carprofen-ep-impurity-a,https://pharmavive.com/products/browse/carprofen/carprofen-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038721/products/rcuh3actdllae5rwmcfb.png,2025-06-27 15:36:30,2025-06-27 15:38:41,685eba7e3fbc37d9db1d78fa
170,Carprofen EP Impurity B,PV-C003002,52263-68-0,(2RS)-2-(9H-carbazol-2-yl)propanoic acid,C15H13NO2,239.27,,In Stock,Carprofen,API Impurity Standards,carprofen-ep-impurity-b,https://pharmavive.com/products/browse/carprofen/carprofen-ep-impurity-b,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038734/products/gi9aku5c1xjebzelzstz.png,2025-06-27 15:36:30,2025-06-27 15:38:54,685eba7e3fbc37d9db1d78fe
171,Carprofen EP Impurity C,PV-C003003,92841-21-9,(1RS)-1-(6-chloro-9H-carbazol-2-yl)ethanol,C14H12ClNO,245.71,,In Stock,Carprofen,API Impurity Standards,carprofen-ep-impurity-c,https://pharmavive.com/products/browse/carprofen/carprofen-ep-impurity-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038751/products/bqgntiflfa4uoz9trjqv.png,2025-06-27 15:36:31,2025-06-27 15:39:11,685eba7f3fbc37d9db1d7902
172,Carprofen EP Impurity D,PV-C003004,92841-22-0,1-(6-chloro-9H-carbazol-2-yl)ethan-1-one,C14H10ClNO,243.69,,In Stock,Carprofen,API Impurity Standards,carprofen-ep-impurity-d,https://pharmavive.com/products/browse/carprofen/carprofen-ep-impurity-d,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038769/products/q1jzukc3l3gghihznwee.png,2025-06-27 15:36:32,2025-06-27 15:39:30,685eba803fbc37d9db1d7906
173,Carprofen EP Impurity E,PV-C003005,2732-25-4,3-chloro-9H-carbazole,C12H8ClN,201.65,,In Stock,Carprofen,API Impurity Standards,carprofen-ep-impurity-e,https://pharmavive.com/products/browse/carprofen/carprofen-ep-impurity-e,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038788/products/dcdwqro8amgl3jaxnzxs.png,2025-06-27 15:36:32,2025-06-27 15:39:48,685eba803fbc37d9db1d790a
174,Carprofen EP Impurity F,PV-C003006,71208-55-4,diethyl 2-(6-chloro-9H-carbazol-2-yl)-2-methylpropanedioate,C20H20ClNO4,373.83,,In Stock,Carprofen,API Impurity Standards,carprofen-ep-impurity-f,https://pharmavive.com/products/browse/carprofen/carprofen-ep-impurity-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038813/products/as0vvjiuggknnvttdczm.png,2025-06-27 15:36:33,2025-06-27 15:40:13,685eba813fbc37d9db1d790e
175,Carprofen EP Impurity G,PV-C003007,52262-89-2,ethyl (2RS)-2-(6-chloro-9H-carbazol-2-yl)propanoate,C17H16ClNO2,301.77,,In Stock,Carprofen,API Impurity Standards,carprofen-ep-impurity-g,https://pharmavive.com/products/browse/carprofen/carprofen-ep-impurity-g,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038825/products/npqwty4bprer8uxvqy4j.png,2025-06-27 15:36:34,2025-06-27 15:40:25,685eba823fbc37d9db1d7912
176,Carprofen EP Impurity H,PV-C003008,92841-23-1,6-chloro-2-ethyl-9H-carbazole,C14H12ClN,229.71,,In Stock,Carprofen,API Impurity Standards,carprofen-ep-impurity-h,https://pharmavive.com/products/browse/carprofen/carprofen-ep-impurity-h,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751038840/products/kl80cwroatjy9degxztn.png,2025-06-27 15:36:34,2025-06-27 15:40:41,685eba823fbc37d9db1d7916
